ShoulderWidth,Waist,Hips,TotalHeight,BodyShape
41.97,85.03,83.58,157.87,Rectangle
49.44,63.65,88.43,168.39,Hourglass
44.72,75.99,87.2,167.12,Inverted Triangle
42.5,76.83,80.66,166.37,Rectangle
43.03,67.17,87.54,160.7,Hourglass
39.94,81.08,76.02,168.72,Rectangle
44.57,62.22,90.07,164.32,Hourglass
43.75,86.54,85.24,167.12,Rectangle
43.08,65.44,93.62,157.16,Hourglass
44.83,78.25,86.52,171.79,Inverted Triangle
39.9,66.28,95.74,167.5,Pear
37.85,73.52,94.07,166.62,Pear
40.2,81.79,81.75,167.44,Rectangle
43.09,84.0,90.11,168.13,Inverted Triangle
43.62,81.69,87.51,163.59,Rectangle
42.64,83.2,82.21,171.31,Rectangle
35.05,73.65,96.08,159.74,Pear
42.41,66.61,90.16,163.77,Hourglass
35.66,67.5,96.87,169.13,Pear
36.39,70.5,92.5,171.69,Pear
40.72,72.82,99.15,162.63,Pear
47.65,73.99,92.44,160.06,Inverted Triangle
39.56,69.6,94.26,163.9,Pear
43.42,74.7,89.65,167.33,Inverted Triangle
41.49,75.26,84.28,162.24,Inverted Triangle
43.63,83.2,82.42,166.14,Rectangle
41.91,69.34,96.54,164.5,Hourglass
47.28,67.07,89.81,166.01,Hourglass
46.33,74.85,89.25,166.98,Inverted Triangle
37.34,72.51,95.54,171.97,Pear
46.87,65.22,90.57,163.37,Hourglass
41.49,67.62,88.84,168.57,Hourglass
41.07,67.63,96.81,166.56,Pear
46.05,76.0,88.9,164.91,Inverted Triangle
41.37,63.06,95.71,162.35,Hourglass
37.87,66.84,97.32,168.42,Pear
43.68,70.06,88.22,170.26,Inverted Triangle
46.0,84.1,81.2,170.81,Rectangle
42.12,78.67,80.63,164.29,Rectangle
37.02,70.56,92.4,160.73,Pear
46.08,65.55,87.73,164.31,Hourglass
48.95,72.68,83.4,165.22,Inverted Triangle
46.01,80.49,85.93,169.84,Inverted Triangle
45.09,75.74,83.58,173.58,Inverted Triangle
45.64,65.98,87.0,162.44,Hourglass
42.33,82.89,82.3,168.24,Rectangle
39.45,85.2,80.51,169.54,Rectangle
35.82,73.24,96.99,159.24,Pear
41.04,66.46,96.89,159.79,Hourglass
46.44,80.38,84.75,169.57,Inverted Triangle
45.46,72.68,84.62,170.74,Inverted Triangle
45.3,70.6,86.26,174.56,Inverted Triangle
41.49,65.27,92.97,163.9,Hourglass
38.23,65.97,92.06,170.94,Pear
43.29,75.44,85.59,163.38,Rectangle
38.29,71.75,93.5,171.52,Pear
40.55,64.27,92.64,164.16,Hourglass
37.14,72.75,96.94,166.14,Pear
49.66,69.2,85.02,169.28,Inverted Triangle
42.91,73.12,89.31,166.89,Inverted Triangle
44.57,76.29,89.14,167.77,Inverted Triangle
38.94,66.4,95.89,163.32,Pear
44.44,82.17,78.36,176.05,Rectangle
41.52,74.31,91.62,169.73,Inverted Triangle
36.35,66.91,98.14,174.13,Pear
36.73,71.23,91.72,169.05,Pear
41.03,78.3,88.53,170.47,Inverted Triangle
44.92,63.32,95.16,159.28,Hourglass
40.95,62.08,93.97,163.42,Hourglass
39.56,66.27,93.2,155.65,Pear
39.97,72.99,96.11,161.01,Pear
42.75,81.31,86.27,173.24,Rectangle
47.74,73.71,91.84,161.25,Inverted Triangle
43.54,63.51,91.69,165.97,Hourglass
45.62,69.98,93.59,172.99,Hourglass
45.45,72.35,88.07,172.83,Inverted Triangle
45.34,78.17,84.78,163.08,Rectangle
44.81,64.02,96.04,159.32,Hourglass
48.05,66.61,84.26,165.47,Inverted Triangle
45.19,66.51,97.7,159.11,Hourglass
41.18,63.95,92.05,163.78,Hourglass
36.26,66.15,91.57,164.78,Pear
42.55,79.42,81.47,161.72,Rectangle
37.74,76.22,92.53,162.09,Pear
39.3,70.41,101.12,159.71,Pear
42.81,75.57,89.73,169.1,Inverted Triangle
40.81,66.37,90.81,164.73,Hourglass
37.52,69.56,99.88,167.79,Pear
42.1,69.93,93.09,161.86,Hourglass
45.96,79.79,88.15,168.61,Inverted Triangle
36.26,71.42,95.72,166.09,Pear
46.55,74.66,89.52,166.7,Inverted Triangle
45.21,77.6,87.96,169.46,Inverted Triangle
42.61,74.85,84.55,174.24,Rectangle
42.28,84.35,81.45,169.2,Rectangle
42.26,67.63,94.29,160.59,Hourglass
42.2,78.49,79.88,163.02,Rectangle
41.21,70.72,98.7,172.58,Pear
43.83,64.61,92.85,161.93,Hourglass
43.62,81.16,78.17,166.07,Rectangle
44.07,77.01,80.66,172.5,Rectangle
45.3,64.08,97.89,168.49,Hourglass
38.3,67.9,93.58,164.39,Pear
41.58,73.43,88.2,167.8,Rectangle
40.86,78.58,79.55,165.28,Rectangle
37.4,70.45,91.7,159.87,Pear
43.9,63.42,90.43,165.01,Hourglass
46.39,74.31,91.95,169.13,Inverted Triangle
41.86,70.58,87.6,172.8,Inverted Triangle
47.9,72.56,85.56,163.35,Inverted Triangle
47.51,73.91,85.71,173.92,Inverted Triangle
40.25,68.92,88.64,169.84,Hourglass
38.93,76.77,80.78,160.63,Rectangle
42.17,77.15,83.5,166.19,Rectangle
42.53,75.61,81.96,166.16,Rectangle
42.07,77.95,85.55,165.96,Inverted Triangle
45.13,82.95,83.65,167.18,Rectangle
41.2,78.37,79.71,158.69,Rectangle
44.08,66.78,90.77,164.68,Hourglass
37.06,70.65,94.8,166.23,Pear
37.09,70.72,94.17,159.18,Pear
40.07,67.16,94.97,167.01,Pear
43.57,63.5,91.78,163.3,Hourglass
44.37,79.18,82.37,163.46,Rectangle
37.31,66.86,90.75,158.38,Pear
42.65,75.04,89.26,164.82,Inverted Triangle
47.99,67.02,85.76,165.57,Inverted Triangle
43.45,82.1,82.3,168.15,Rectangle
43.07,74.43,86.23,164.99,Inverted Triangle
45.77,78.41,93.28,168.65,Inverted Triangle
41.55,70.11,87.2,166.93,Inverted Triangle
45.6,74.13,88.92,166.22,Inverted Triangle
42.29,80.03,79.62,163.51,Rectangle
40.48,62.24,93.95,164.9,Hourglass
49.08,64.29,87.62,167.73,Hourglass
45.2,63.31,95.72,159.13,Hourglass
42.42,75.84,78.83,173.36,Rectangle
42.97,58.42,93.86,167.14,Hourglass
39.54,71.61,94.63,163.12,Pear
37.95,66.56,99.6,169.97,Pear
45.44,74.2,89.86,165.21,Inverted Triangle
43.13,79.02,82.05,164.6,Rectangle
45.53,69.22,86.46,173.92,Inverted Triangle
42.85,77.86,76.89,169.63,Rectangle
38.33,71.66,94.66,171.66,Pear
44.12,75.96,90.0,166.47,Inverted Triangle
43.9,73.33,83.06,162.02,Inverted Triangle
39.73,80.3,83.32,171.24,Rectangle
37.52,72.17,100.6,163.09,Pear
47.95,73.39,91.72,161.39,Inverted Triangle
46.18,67.53,86.34,165.68,Inverted Triangle
35.6,67.01,96.06,163.41,Pear
42.78,76.0,81.78,162.04,Rectangle
41.8,74.56,88.86,167.42,Rectangle
45.01,70.46,87.26,166.6,Inverted Triangle
38.31,69.87,92.96,158.75,Pear
38.48,72.88,94.9,159.03,Pear
42.64,65.06,88.27,156.69,Hourglass
47.09,72.77,84.82,174.24,Inverted Triangle
42.75,75.21,83.03,169.17,Rectangle
37.12,69.87,93.75,163.78,Pear
41.47,62.44,93.78,163.87,Hourglass
36.83,71.55,92.8,162.21,Pear
37.45,68.47,93.39,170.99,Pear
36.03,75.08,98.12,167.18,Pear
42.11,76.2,76.82,168.71,Rectangle
42.47,67.93,93.22,165.71,Hourglass
35.19,65.85,94.57,162.63,Pear
45.35,71.13,90.13,158.11,Inverted Triangle
41.86,61.29,95.27,159.96,Hourglass
41.87,66.9,90.53,166.12,Hourglass
38.29,73.25,93.0,170.89,Pear
35.43,66.47,97.13,159.11,Pear
43.86,63.79,94.35,168.85,Hourglass
40.94,66.3,91.79,168.6,Hourglass
43.76,73.51,84.55,167.29,Inverted Triangle
46.1,66.84,86.67,166.18,Inverted Triangle
40.95,81.51,79.4,166.64,Rectangle
45.89,74.95,86.75,170.82,Rectangle
43.61,72.96,91.17,167.73,Inverted Triangle
40.46,69.6,95.93,164.12,Pear
46.6,76.08,88.27,162.05,Inverted Triangle
38.74,68.2,95.25,165.48,Pear
45.23,74.29,87.07,167.73,Inverted Triangle
40.95,69.91,98.74,161.67,Pear
35.51,72.88,96.64,162.88,Pear
45.97,75.76,89.57,164.11,Inverted Triangle
41.53,65.9,93.02,165.49,Hourglass
41.78,77.6,80.52,167.68,Rectangle
35.02,67.72,91.68,159.96,Pear
35.49,67.1,97.66,158.95,Pear
43.21,78.13,81.82,164.71,Rectangle
37.33,67.85,94.09,167.05,Pear
44.7,79.54,82.78,162.73,Rectangle
44.82,68.92,94.02,164.67,Hourglass
37.58,69.93,96.01,169.96,Pear
42.91,68.67,91.94,158.01,Hourglass
43.82,81.76,77.33,165.45,Rectangle
44.12,77.62,81.04,161.37,Rectangle
43.64,71.38,91.89,170.64,Inverted Triangle
47.6,73.09,86.57,164.64,Inverted Triangle
41.7,83.43,81.22,163.34,Rectangle
41.9,71.34,94.23,160.45,Pear
43.26,79.91,82.59,161.09,Rectangle
45.45,68.66,86.65,168.54,Inverted Triangle
43.94,79.16,77.88,168.13,Rectangle
39.96,69.16,95.34,171.73,Pear
36.0,73.93,99.05,166.06,Pear
45.86,64.46,96.36,164.45,Hourglass
37.4,66.61,97.47,168.22,Pear
37.95,72.15,96.78,168.25,Pear
38.29,72.63,93.32,170.48,Pear
45.79,75.39,87.72,163.55,Inverted Triangle
45.3,75.63,88.5,169.57,Inverted Triangle
43.51,75.37,84.3,169.11,Rectangle
43.55,81.91,84.91,165.66,Rectangle
41.76,74.19,89.59,169.01,Inverted Triangle
41.51,74.88,97.77,159.55,Pear
45.0,73.35,86.92,162.24,Inverted Triangle
38.8,71.53,95.34,169.97,Pear
46.93,72.91,92.21,169.2,Inverted Triangle
37.25,65.92,90.88,158.8,Pear
45.07,66.75,97.31,159.23,Hourglass
39.29,76.4,78.82,169.92,Rectangle
40.98,61.92,94.47,165.06,Hourglass
44.21,70.41,90.74,170.49,Inverted Triangle
42.5,87.18,82.95,172.44,Rectangle
43.99,83.33,82.22,167.94,Rectangle
42.77,80.4,83.03,168.06,Rectangle
38.43,71.23,97.25,169.88,Pear
36.72,69.59,95.36,165.73,Pear
42.75,83.07,84.59,163.98,Rectangle
38.11,67.65,93.48,171.57,Pear
38.86,70.34,94.35,159.93,Pear
46.34,73.31,87.01,161.99,Inverted Triangle
45.66,66.05,93.08,169.39,Hourglass
42.42,72.72,91.19,163.69,Hourglass
38.91,72.41,94.11,161.8,Pear
45.41,73.92,87.69,164.36,Inverted Triangle
35.47,76.01,97.5,161.47,Pear
38.32,71.07,96.85,167.48,Pear
39.67,78.2,95.19,156.83,Pear
44.54,77.62,87.09,165.93,Inverted Triangle
46.01,72.81,88.27,164.51,Inverted Triangle
44.07,77.82,78.68,172.31,Rectangle
45.48,68.53,86.79,167.19,Inverted Triangle
35.07,73.25,92.61,168.76,Pear
43.22,80.04,79.4,168.9,Rectangle
37.25,73.24,96.19,165.0,Pear
40.02,66.77,89.42,167.33,Hourglass
38.98,68.77,101.54,164.3,Pear
42.6,81.5,82.0,168.19,Rectangle
42.74,66.84,90.47,165.47,Hourglass
42.14,68.22,93.39,164.53,Hourglass
39.3,71.62,96.87,167.35,Pear
40.52,77.6,85.47,169.02,Inverted Triangle
44.53,84.34,81.21,166.47,Rectangle
42.31,60.35,92.15,166.09,Hourglass
38.88,71.74,96.98,168.5,Pear
38.76,69.4,85.52,172.23,Pear
41.97,65.89,89.7,166.97,Hourglass
43.51,83.3,81.34,166.97,Rectangle
43.39,66.65,88.08,159.42,Hourglass
40.93,63.9,92.4,166.59,Hourglass
44.99,68.67,87.23,167.21,Inverted Triangle
43.12,74.95,88.23,165.01,Inverted Triangle
35.37,67.86,98.82,158.05,Pear
40.09,67.93,92.23,164.21,Hourglass
43.53,76.01,85.03,164.0,Rectangle
44.49,78.82,87.79,174.17,Inverted Triangle
46.63,73.07,85.96,171.19,Inverted Triangle
44.79,73.72,86.25,162.47,Inverted Triangle
44.02,74.56,89.45,176.57,Inverted Triangle
41.74,82.52,82.03,167.06,Rectangle
42.77,64.33,89.65,167.38,Hourglass
36.97,65.69,93.69,161.3,Pear
39.55,70.41,93.99,162.71,Pear
40.24,69.7,93.87,171.0,Pear
41.94,68.59,88.72,166.72,Hourglass
42.65,63.56,86.92,171.17,Hourglass
42.48,84.2,83.21,171.3,Rectangle
47.38,70.57,86.15,167.38,Inverted Triangle
46.64,79.92,82.83,174.99,Rectangle
44.8,74.37,89.43,170.26,Inverted Triangle
42.83,66.16,90.24,166.31,Hourglass
45.1,77.17,86.58,165.88,Inverted Triangle
40.55,80.45,79.95,167.78,Rectangle
43.41,67.03,87.55,159.32,Hourglass
45.59,72.16,87.93,170.67,Inverted Triangle
43.08,86.56,83.79,170.05,Rectangle
39.02,71.31,94.77,165.99,Pear
41.83,83.95,83.6,160.2,Rectangle
43.45,64.39,86.12,163.11,Hourglass
42.03,78.48,82.93,170.62,Rectangle
36.22,71.54,93.33,172.14,Pear
40.17,72.42,94.72,162.73,Pear
45.75,77.96,92.5,168.42,Inverted Triangle
40.16,69.17,90.41,169.7,Hourglass
44.21,63.81,91.56,154.74,Hourglass
36.64,73.96,95.95,166.33,Pear
36.2,73.86,98.26,167.72,Pear
34.97,72.48,95.79,159.01,Pear
41.14,80.65,79.84,167.52,Rectangle
37.25,73.66,97.09,162.26,Pear
45.33,69.89,88.6,158.63,Inverted Triangle
41.4,62.27,93.57,163.59,Hourglass
46.24,75.87,88.61,169.17,Inverted Triangle
40.6,84.45,90.25,166.81,Rectangle
37.02,65.78,87.72,163.2,Hourglass
47.6,61.78,93.62,161.56,Hourglass
46.03,76.03,85.22,174.82,Inverted Triangle
38.41,68.79,85.12,172.62,Pear
44.1,68.84,85.44,170.52,Hourglass
46.64,65.75,91.82,163.59,Hourglass
42.25,83.63,81.24,170.0,Rectangle
43.72,80.64,88.92,164.16,Inverted Triangle
44.82,66.25,92.79,164.32,Hourglass
39.07,72.58,93.62,161.76,Pear
42.76,61.2,96.06,159.33,Hourglass
42.37,73.9,83.55,161.72,Inverted Triangle
41.4,70.06,87.61,167.54,Inverted Triangle
44.14,72.23,87.01,165.57,Inverted Triangle
37.43,71.03,98.56,171.92,Pear
37.93,67.8,97.38,171.36,Pear
46.82,61.72,94.4,160.86,Hourglass
45.27,70.88,89.49,157.16,Inverted Triangle
41.84,78.06,86.06,170.09,Rectangle
41.76,75.81,97.33,161.98,Pear
44.11,81.26,80.25,162.46,Rectangle
39.24,74.93,83.32,167.72,Rectangle
42.71,74.13,84.45,174.29,Rectangle
39.38,68.83,88.41,170.48,Hourglass
43.16,68.07,87.68,161.24,Hourglass
42.97,64.52,92.31,165.5,Hourglass
43.53,66.41,89.62,158.48,Hourglass
45.01,83.38,78.66,176.36,Rectangle
41.55,62.77,93.87,164.92,Hourglass
41.79,80.15,77.85,167.95,Rectangle
42.52,68.3,90.76,163.81,Hourglass
41.7,68.39,89.59,165.85,Hourglass
37.71,67.48,96.72,168.26,Pear
39.69,59.73,91.94,162.88,Hourglass
38.6,70.32,94.32,156.75,Pear
40.82,80.69,76.66,166.46,Rectangle
36.99,71.43,96.09,164.94,Pear
42.92,79.54,85.13,167.11,Rectangle
36.84,74.67,91.0,164.72,Pear
40.85,68.93,89.06,167.24,Hourglass
45.86,64.19,92.39,161.56,Hourglass
40.33,81.27,79.33,168.4,Rectangle
46.34,68.26,86.81,164.94,Inverted Triangle
41.17,85.24,90.21,166.01,Rectangle
46.52,77.18,82.65,167.27,Rectangle
45.67,75.01,90.7,164.55,Inverted Triangle
42.96,82.58,89.95,168.06,Inverted Triangle
41.01,68.01,88.12,167.49,Hourglass
47.14,73.96,86.67,167.59,Inverted Triangle
40.26,81.22,77.33,170.25,Rectangle
35.31,67.37,89.81,168.33,Pear
36.03,67.05,93.33,173.58,Pear
45.93,65.77,92.35,164.35,Hourglass
40.13,85.04,80.69,169.48,Rectangle
41.72,65.65,94.98,162.13,Hourglass
42.57,75.63,81.79,169.04,Rectangle
38.58,68.19,95.91,166.58,Pear
46.58,62.88,94.34,163.51,Hourglass
42.41,68.51,92.9,153.26,Hourglass
41.2,68.32,96.28,166.59,Pear
46.17,79.77,85.21,167.93,Inverted Triangle
46.36,74.92,86.6,170.18,Inverted Triangle
42.78,76.65,83.31,168.82,Rectangle
46.41,69.76,101.46,162.7,Hourglass
43.3,85.95,84.55,173.23,Rectangle
46.1,73.6,91.67,170.33,Inverted Triangle
38.8,72.26,96.97,168.34,Pear
40.73,64.49,90.53,158.48,Hourglass
45.78,68.17,87.57,162.47,Inverted Triangle
46.57,73.09,85.54,159.34,Inverted Triangle
44.93,70.77,88.66,164.24,Inverted Triangle
41.53,78.25,88.33,171.92,Inverted Triangle
38.05,81.98,84.85,164.67,Rectangle
43.66,63.61,87.9,166.8,Hourglass
42.1,81.95,82.86,168.96,Rectangle
40.98,63.67,90.65,160.48,Hourglass
36.85,67.36,98.49,171.84,Pear
37.21,72.91,97.42,164.27,Pear
37.67,65.71,97.45,166.59,Pear
36.08,69.45,97.09,159.36,Pear
41.79,83.09,79.83,163.28,Rectangle
38.88,73.06,92.81,168.4,Pear
45.43,72.17,91.61,165.87,Inverted Triangle
34.93,67.88,96.57,165.4,Pear
36.77,69.0,94.66,166.19,Pear
41.58,65.73,95.06,162.92,Hourglass
40.18,68.97,96.21,169.81,Pear
43.23,64.08,98.19,161.71,Hourglass
39.81,68.79,94.35,172.32,Pear
44.74,80.9,87.1,168.59,Inverted Triangle
40.93,66.18,90.85,162.41,Hourglass
40.09,63.9,98.21,165.31,Hourglass
45.87,64.53,96.09,162.2,Hourglass
41.25,64.24,92.03,167.39,Hourglass
44.2,79.03,86.51,173.36,Rectangle
45.61,77.93,85.57,163.0,Rectangle
48.97,74.27,86.86,163.7,Inverted Triangle
46.46,76.05,91.55,167.75,Inverted Triangle
42.68,61.3,95.81,159.06,Hourglass
44.48,76.02,91.13,175.91,Inverted Triangle
36.84,66.9,94.63,162.17,Pear
38.66,69.06,92.78,164.98,Pear
46.59,61.28,94.17,163.83,Hourglass
45.86,79.78,89.12,167.63,Inverted Triangle
39.29,67.72,91.3,162.91,Hourglass
47.36,73.65,87.55,172.78,Inverted Triangle
40.87,62.48,92.72,165.72,Hourglass
43.47,78.33,77.87,170.72,Rectangle
44.35,65.34,92.79,163.56,Hourglass
44.11,75.66,90.28,163.47,Inverted Triangle
44.92,70.09,87.13,171.82,Inverted Triangle
44.01,64.11,92.12,173.07,Hourglass
44.61,79.75,86.82,172.64,Rectangle
36.95,68.23,94.14,176.33,Pear
40.81,67.72,99.13,164.83,Pear
41.81,78.79,82.07,174.51,Rectangle
40.03,77.29,83.87,167.34,Inverted Triangle
45.71,75.53,91.2,166.83,Inverted Triangle
49.34,64.16,88.62,166.1,Hourglass
48.8,76.13,86.87,171.73,Inverted Triangle
42.09,84.64,84.2,160.02,Rectangle
42.78,72.19,85.7,169.18,Inverted Triangle
38.42,65.23,98.6,165.86,Hourglass
44.45,72.7,83.85,168.45,Inverted Triangle
40.94,66.74,90.88,166.19,Hourglass
38.95,70.15,88.28,162.67,Hourglass
41.13,78.45,80.05,165.4,Rectangle
39.96,65.74,92.56,170.65,Pear
39.88,78.74,94.68,157.93,Pear
41.87,67.76,93.37,166.88,Hourglass
42.31,78.17,76.36,170.47,Rectangle
38.34,67.08,94.65,163.65,Pear
39.15,68.52,101.4,165.55,Pear
45.63,66.32,93.63,161.94,Hourglass
37.59,73.83,96.94,168.43,Pear
39.21,75.5,84.02,166.46,Rectangle
43.76,70.93,86.54,171.33,Inverted Triangle
38.44,66.03,97.66,166.31,Hourglass
42.95,74.3,88.36,164.88,Inverted Triangle
41.09,77.42,83.94,158.61,Rectangle
46.27,77.62,90.4,159.13,Inverted Triangle
48.87,77.31,85.71,169.84,Inverted Triangle
43.72,65.82,88.4,159.23,Hourglass
42.04,60.47,92.49,166.11,Hourglass
43.22,79.41,83.67,166.27,Rectangle
43.2,85.29,83.96,173.94,Rectangle
42.5,67.35,95.15,160.19,Hourglass
43.66,74.86,80.07,164.7,Rectangle
39.24,69.0,95.55,167.3,Pear
47.18,75.99,86.77,156.85,Inverted Triangle
45.39,77.6,86.55,173.18,Inverted Triangle
45.38,65.93,87.97,165.79,Inverted Triangle
40.14,73.22,95.66,162.49,Pear
40.82,76.12,83.62,163.23,Rectangle
42.54,64.15,99.45,161.25,Hourglass
46.89,66.77,90.65,166.92,Hourglass
35.1,73.38,95.16,165.45,Pear
40.51,76.48,82.99,164.34,Rectangle
36.17,77.36,84.88,164.98,Rectangle
45.63,81.59,82.88,163.45,Rectangle
48.1,75.46,91.39,159.55,Inverted Triangle
41.65,80.85,85.41,172.66,Rectangle
43.17,74.21,89.88,170.41,Inverted Triangle
39.45,77.69,95.11,157.92,Pear
40.3,66.66,96.76,168.82,Pear
37.45,64.92,93.9,161.57,Pear
38.99,77.9,90.05,162.58,Pear
44.55,66.03,92.46,159.78,Hourglass
44.03,75.72,89.02,167.76,Inverted Triangle
42.81,68.32,91.58,161.86,Hourglass
42.42,62.56,95.66,158.61,Hourglass
36.6,67.53,93.57,175.92,Pear
44.51,74.27,89.53,167.93,Inverted Triangle
41.39,80.9,77.01,167.14,Rectangle
38.85,71.23,97.79,169.52,Pear
40.64,69.11,92.35,166.9,Hourglass
42.19,63.71,94.9,162.07,Hourglass
42.93,78.1,91.5,171.46,Inverted Triangle
45.16,74.52,86.71,163.48,Inverted Triangle
44.49,82.93,77.33,177.95,Rectangle
41.74,66.52,93.89,160.9,Hourglass
43.31,68.36,87.18,159.93,Hourglass
38.99,71.3,94.66,166.9,Pear
46.38,73.92,90.23,170.97,Inverted Triangle
46.12,69.04,99.92,164.67,Hourglass
41.16,64.19,90.87,159.16,Hourglass
44.25,80.68,90.25,165.33,Inverted Triangle
36.09,68.54,95.95,160.41,Pear
43.12,76.51,80.11,163.2,Rectangle
39.31,71.07,93.26,162.46,Pear
42.01,66.03,90.35,167.07,Hourglass
41.42,78.02,82.28,168.07,Rectangle
41.44,67.24,92.52,160.48,Hourglass
41.1,66.77,98.05,165.19,Pear
43.36,73.48,88.44,165.18,Inverted Triangle
37.48,70.03,99.31,167.3,Pear
37.69,71.95,99.43,165.16,Pear
45.86,65.53,92.79,168.7,Hourglass
43.87,65.01,93.73,166.56,Hourglass
46.08,62.9,96.44,163.39,Hourglass
43.85,74.47,83.71,161.73,Inverted Triangle
37.25,71.47,92.98,163.68,Pear
40.32,78.46,84.47,167.47,Inverted Triangle
42.47,76.95,80.85,166.61,Rectangle
38.32,73.72,96.61,167.98,Pear
44.39,62.04,95.58,164.58,Hourglass
42.71,68.31,86.73,161.84,Hourglass
46.54,64.71,96.41,162.96,Hourglass
44.02,77.69,88.62,167.81,Inverted Triangle
44.97,79.44,88.07,172.2,Inverted Triangle
38.59,80.34,81.21,164.79,Rectangle
37.63,65.42,99.31,171.16,Pear
37.98,82.02,84.94,164.92,Rectangle
42.98,80.45,81.02,161.6,Rectangle
43.65,80.39,83.36,167.77,Rectangle
41.52,79.09,83.08,163.92,Rectangle
48.02,75.54,92.4,160.76,Inverted Triangle
42.79,63.45,86.24,161.18,Hourglass
39.69,64.8,93.03,157.59,Hourglass
35.62,69.69,95.0,165.87,Pear
43.89,74.17,85.21,160.85,Inverted Triangle
42.98,73.12,94.12,171.77,Inverted Triangle
45.09,77.48,86.97,164.83,Inverted Triangle
45.94,78.32,87.1,173.28,Inverted Triangle
37.78,70.42,91.91,160.8,Pear
39.73,69.06,95.93,167.12,Pear
38.78,73.71,93.73,162.93,Pear
42.83,69.0,97.38,161.76,Hourglass
40.15,84.19,80.86,170.64,Rectangle
41.93,64.17,95.22,162.23,Hourglass
41.55,69.25,91.82,163.23,Hourglass
42.84,80.23,82.2,167.97,Rectangle
38.32,70.44,93.95,158.35,Pear
41.3,77.04,85.34,169.48,Rectangle
39.67,65.7,98.61,164.16,Pear
41.01,65.56,93.14,162.66,Hourglass
41.85,66.66,89.09,167.96,Hourglass
41.13,81.12,83.68,167.46,Inverted Triangle
42.19,58.48,93.19,165.27,Hourglass
43.97,64.1,93.47,166.62,Hourglass
36.07,69.62,94.99,171.72,Pear
41.42,81.07,78.84,160.69,Rectangle
45.02,65.86,96.96,160.43,Hourglass
46.44,66.49,88.59,162.76,Hourglass
43.44,80.36,81.98,161.41,Rectangle
43.18,65.09,86.68,162.29,Hourglass
49.06,63.83,88.16,166.72,Hourglass
42.74,62.7,86.9,162.29,Hourglass
37.72,71.76,96.9,167.44,Pear
40.18,61.31,92.78,163.35,Hourglass
43.99,67.51,94.59,164.95,Hourglass
46.28,75.36,91.14,164.09,Inverted Triangle
41.26,70.57,95.95,175.89,Hourglass
44.4,72.87,87.68,163.09,Inverted Triangle
38.16,72.64,93.01,164.99,Pear
39.52,87.01,76.11,168.19,Rectangle
48.18,67.41,90.14,168.02,Hourglass
42.59,67.57,93.97,161.53,Hourglass
37.9,66.08,97.74,171.04,Pear
44.79,65.86,92.01,159.93,Hourglass
40.56,66.95,91.88,164.13,Hourglass
41.36,65.18,92.56,164.47,Hourglass
41.26,59.4,90.69,167.5,Hourglass
41.41,80.17,83.6,167.38,Inverted Triangle
37.8,68.27,93.21,163.4,Pear
43.92,75.05,89.42,164.76,Inverted Triangle
43.13,75.53,79.74,164.86,Rectangle
47.1,75.56,87.7,161.29,Inverted Triangle
41.44,87.93,77.45,164.59,Rectangle
36.44,67.9,94.89,167.4,Pear
44.6,81.24,87.69,174.07,Rectangle
47.71,76.71,90.23,165.52,Inverted Triangle
44.48,61.26,94.82,166.75,Hourglass
45.22,78.29,85.11,162.88,Rectangle
38.98,69.36,94.73,159.92,Pear
41.62,63.18,94.16,160.59,Hourglass
35.21,70.79,94.43,164.75,Pear
46.02,77.9,83.19,172.93,Rectangle
37.88,71.69,96.71,165.39,Pear
45.33,69.45,94.01,172.31,Hourglass
41.54,69.89,91.25,163.79,Hourglass
44.02,72.79,83.09,166.87,Inverted Triangle
43.93,79.06,84.58,168.68,Rectangle
44.46,67.87,90.67,165.44,Hourglass
46.08,80.12,89.63,168.92,Inverted Triangle
39.44,71.54,90.84,163.88,Pear
42.6,74.72,78.67,174.72,Rectangle
44.17,77.08,87.79,164.27,Inverted Triangle
41.91,63.79,92.64,165.34,Hourglass
39.15,70.25,96.44,169.31,Pear
37.63,70.31,94.72,163.02,Pear
42.68,68.92,91.09,157.35,Hourglass
38.63,68.07,92.77,164.55,Pear
40.61,87.24,77.33,165.07,Rectangle
46.27,84.91,80.73,169.72,Rectangle
41.71,66.77,93.56,163.64,Hourglass
46.11,66.65,85.78,166.73,Inverted Triangle
45.41,78.06,94.27,164.18,Inverted Triangle
45.6,84.76,80.77,169.5,Rectangle
38.6,64.22,100.26,159.79,Pear
37.39,71.94,99.5,171.75,Pear
43.17,72.28,91.0,167.37,Inverted Triangle
43.15,76.06,80.5,164.56,Rectangle
47.78,73.35,91.31,160.13,Inverted Triangle
43.36,62.62,93.09,164.07,Hourglass
43.96,73.54,82.61,166.1,Inverted Triangle
46.05,80.01,87.94,169.33,Inverted Triangle
46.51,74.23,84.45,170.95,Inverted Triangle
41.3,70.26,100.93,163.39,Pear
48.37,75.24,85.7,168.99,Inverted Triangle
45.37,66.69,88.79,166.57,Hourglass
43.9,80.25,80.13,163.13,Rectangle
48.02,69.82,87.62,169.44,Inverted Triangle
38.17,71.99,93.13,163.76,Pear
43.44,68.3,98.4,160.51,Hourglass
42.68,65.86,93.48,157.73,Hourglass
38.12,73.14,96.74,167.59,Pear
45.16,77.28,88.12,169.05,Inverted Triangle
34.97,66.61,95.28,161.99,Pear
47.9,67.18,84.65,165.05,Inverted Triangle
